embedding1,embedding2,embedding3,embedding4,embedding5,f1_score,mae,accuracy,precision,recall,dataset,target
gpt_sage,gpt_graphconv,alexa_resgatedconv,alexa_graphconv,onsite_sage,0.5249433106575964,0.6222222222222222,0.5777777777777777,0.5499482401656315,0.5473137973137973,small,factuality
gpt_sage,gpt_graphconv,alexa_resgatedconv,alexa_graphconv,onsite_graphconv,0.4313319530710835,0.6444444444444445,0.4888888888888889,0.43614718614718617,0.46611721611721607,small,factuality
gpt_sage,gpt_graphconv,alexa_resgatedconv,alexa_graphconv,articles,0.6347687400318979,0.2978723404255319,0.723404255319149,0.6647509578544061,0.6886446886446885,small,factuality
gpt_sage,gpt_graphconv,alexa_resgatedconv,alexa_graphconv,wiki,0.425925925925926,0.425531914893617,0.6170212765957447,0.39814814814814814,0.4597069597069597,small,factuality
gpt_sage,gpt_graphconv,alexa_resgatedconv,onsite_sage,onsite_graphconv,0.4726874003189793,0.6222222222222222,0.5777777777777777,0.5632183908045977,0.48260073260073266,small,factuality
gpt_sage,gpt_graphconv,alexa_resgatedconv,onsite_sage,articles,0.6464646464646465,0.26666666666666666,0.7333333333333333,0.6508620689655172,0.6568986568986569,small,factuality
gpt_sage,gpt_graphconv,alexa_resgatedconv,onsite_sage,wiki,0.42141300964830375,0.5111111111111111,0.6444444444444445,0.4918918918918919,0.43162393162393164,small,factuality
gpt_sage,gpt_graphconv,alexa_resgatedconv,onsite_graphconv,articles,0.602020202020202,0.3111111111111111,0.7111111111111111,0.6091954022988505,0.6092796092796092,small,factuality
gpt_sage,gpt_graphconv,alexa_resgatedconv,onsite_graphconv,wiki,0.3702231643408114,0.7111111111111111,0.4,0.4366161616161617,0.4050671550671551,small,factuality
gpt_sage,gpt_graphconv,alexa_resgatedconv,articles,wiki,0.64,0.2978723404255319,0.723404255319149,0.6476495726495727,0.6758241758241758,small,factuality
gpt_sage,gpt_graphconv,alexa_graphconv,onsite_sage,onsite_graphconv,0.37592592592592594,1.0666666666666667,0.35555555555555557,0.5852490421455939,0.4838217338217339,small,factuality
gpt_sage,gpt_graphconv,alexa_graphconv,onsite_sage,articles,0.6611030478955008,0.26666666666666666,0.7333333333333333,0.6728395061728394,0.652014652014652,small,factuality
gpt_sage,gpt_graphconv,alexa_graphconv,onsite_sage,wiki,0.48921568627450984,0.4888888888888889,0.6,0.48888888888888893,0.49053724053724057,small,factuality
gpt_sage,gpt_graphconv,alexa_graphconv,onsite_graphconv,articles,0.4491525423728813,0.35555555555555557,0.6888888888888889,0.41919191919191917,0.4871794871794872,small,factuality
gpt_sage,gpt_graphconv,alexa_graphconv,onsite_graphconv,wiki,0.33578307996912654,0.7333333333333333,0.35555555555555557,0.4301075268817205,0.4093406593406593,small,factuality
gpt_sage,gpt_graphconv,alexa_graphconv,articles,wiki,0.5708994708994709,0.3404255319148936,0.6808510638297872,0.5848484848484848,0.6172161172161172,small,factuality
gpt_sage,gpt_graphconv,onsite_sage,onsite_graphconv,articles,0.63003663003663,0.3333333333333333,0.7333333333333333,0.6555555555555556,0.6172161172161172,small,factuality
gpt_sage,gpt_graphconv,onsite_sage,onsite_graphconv,wiki,0.5371956648552393,0.6,0.5777777777777777,0.5502645502645502,0.5821123321123322,small,factuality
gpt_sage,gpt_graphconv,onsite_sage,articles,wiki,0.5845543345543346,0.35555555555555557,0.7111111111111111,0.7654600301659125,0.6837606837606837,small,factuality
gpt_sage,gpt_graphconv,onsite_graphconv,articles,wiki,0.350140056022409,0.5333333333333333,0.6222222222222222,0.5396825396825397,0.3888888888888889,small,factuality
gpt_sage,alexa_resgatedconv,alexa_graphconv,onsite_sage,onsite_graphconv,0.5702947845804989,0.5333333333333333,0.6222222222222222,0.5882505175983437,0.6077533577533577,small,factuality
gpt_sage,alexa_resgatedconv,alexa_graphconv,onsite_sage,articles,0.36981342244500137,0.4666666666666667,0.6222222222222222,0.3680823680823681,0.4038461538461539,small,factuality
gpt_sage,alexa_resgatedconv,alexa_graphconv,onsite_sage,wiki,0.5505430242272348,0.37777777777777777,0.6888888888888889,0.5765830346475508,0.5418192918192918,small,factuality
gpt_sage,alexa_resgatedconv,alexa_graphconv,onsite_graphconv,articles,0.398427904691722,0.37777777777777777,0.6444444444444445,0.3737373737373737,0.43162393162393164,small,factuality
gpt_sage,alexa_resgatedconv,alexa_graphconv,onsite_graphconv,wiki,0.40264595916019563,0.5111111111111111,0.6222222222222222,0.41904761904761906,0.4188034188034188,small,factuality
gpt_sage,alexa_resgatedconv,alexa_graphconv,articles,wiki,0.6373022639007293,0.2765957446808511,0.723404255319149,0.6375661375661376,0.6648351648351648,small,factuality
gpt_sage,alexa_resgatedconv,onsite_sage,onsite_graphconv,articles,0.7261538461538461,0.2,0.8,0.7350427350427351,0.7203907203907205,small,factuality
gpt_sage,alexa_resgatedconv,onsite_sage,onsite_graphconv,wiki,0.3400983400983401,1.0666666666666667,0.35555555555555557,0.6051282051282051,0.4438339438339438,small,factuality
gpt_sage,alexa_resgatedconv,onsite_sage,articles,wiki,0.6772486772486772,0.24444444444444444,0.7555555555555555,0.6792328042328042,0.6846764346764346,small,factuality
gpt_sage,alexa_resgatedconv,onsite_graphconv,articles,wiki,0.4813852813852814,0.3111111111111111,0.7111111111111111,0.44252873563218387,0.5299145299145299,small,factuality
gpt_sage,alexa_graphconv,onsite_sage,onsite_graphconv,articles,0.6140596368482426,0.3333333333333333,0.6666666666666666,0.6205882352941177,0.6285103785103785,small,factuality
gpt_sage,alexa_graphconv,onsite_sage,onsite_graphconv,wiki,0.4272904483430799,0.4,0.6,0.42645074224021595,0.49572649572649574,small,factuality
gpt_sage,alexa_graphconv,onsite_sage,articles,wiki,0.40740740740740744,0.4,0.6222222222222222,0.3968253968253968,0.4188034188034188,small,factuality
gpt_sage,alexa_graphconv,onsite_graphconv,articles,wiki,0.4726495726495726,0.3111111111111111,0.6888888888888889,0.443019943019943,0.517094017094017,small,factuality
gpt_sage,onsite_sage,onsite_graphconv,articles,wiki,0.5013399299113585,0.28888888888888886,0.7111111111111111,0.4775707384403036,0.5598290598290598,small,factuality
gpt_graphconv,alexa_resgatedconv,alexa_graphconv,onsite_sage,onsite_graphconv,0.4504830917874396,0.6444444444444445,0.5333333333333333,0.4522558922558922,0.4520757020757021,small,factuality
gpt_graphconv,alexa_resgatedconv,alexa_graphconv,onsite_sage,articles,0.6662760264072815,0.24444444444444444,0.7555555555555555,0.6685906685906685,0.6648351648351648,small,factuality
gpt_graphconv,alexa_resgatedconv,alexa_graphconv,onsite_sage,wiki,0.39322033898305087,0.5333333333333333,0.6,0.398989898989899,0.40598290598290593,small,factuality
gpt_graphconv,alexa_resgatedconv,alexa_graphconv,onsite_graphconv,articles,0.6124522056725447,0.3111111111111111,0.7333333333333333,0.7858585858585858,0.5824175824175825,small,factuality
gpt_graphconv,alexa_resgatedconv,alexa_graphconv,onsite_graphconv,wiki,0.4441132637853949,0.4444444444444444,0.6666666666666666,0.42857142857142855,0.4743589743589744,small,factuality
gpt_graphconv,alexa_resgatedconv,alexa_graphconv,articles,wiki,0.5913583824334331,0.3191489361702128,0.6808510638297872,0.5917460317460317,0.5915750915750916,small,factuality
gpt_graphconv,alexa_resgatedconv,onsite_sage,onsite_graphconv,articles,0.4718848403058929,0.3111111111111111,0.7111111111111111,0.43548387096774194,0.514957264957265,small,factuality
gpt_graphconv,alexa_resgatedconv,onsite_sage,onsite_graphconv,wiki,0.3076923076923077,0.6,0.5777777777777777,0.547008547008547,0.34829059829059833,small,factuality
gpt_graphconv,alexa_resgatedconv,onsite_sage,articles,wiki,0.6646318904920459,0.26666666666666666,0.7555555555555555,0.6712962962962963,0.6846764346764346,small,factuality
gpt_graphconv,alexa_resgatedconv,onsite_graphconv,articles,wiki,0.5,0.4,0.6444444444444445,0.5825163398692811,0.4862637362637363,small,factuality
gpt_graphconv,alexa_graphconv,onsite_sage,onsite_graphconv,articles,0.6259419592752926,0.3111111111111111,0.7111111111111111,0.6309523809523809,0.6242368742368742,small,factuality
gpt_graphconv,alexa_graphconv,onsite_sage,onsite_graphconv,wiki,0.40929535232383807,0.4666666666666667,0.6222222222222222,0.39109848484848486,0.4337606837606838,small,factuality
gpt_graphconv,alexa_graphconv,onsite_sage,articles,wiki,0.35993817961031077,0.4888888888888889,0.5777777777777777,0.3674603174603175,0.38308913308913306,small,factuality
gpt_graphconv,alexa_graphconv,onsite_graphconv,articles,wiki,0.4678586632609621,0.3333333333333333,0.6888888888888889,0.430672268907563,0.517094017094017,small,factuality
gpt_graphconv,onsite_sage,onsite_graphconv,articles,wiki,0.533968253968254,0.35555555555555557,0.6444444444444445,0.5499999999999999,0.5311355311355311,small,factuality
alexa_resgatedconv,alexa_graphconv,onsite_sage,onsite_graphconv,articles,0.6341991341991342,0.3111111111111111,0.7333333333333333,0.6666666666666666,0.6172161172161172,small,factuality
alexa_resgatedconv,alexa_graphconv,onsite_sage,onsite_graphconv,wiki,0.5234926396450897,0.5555555555555556,0.5555555555555556,0.5400326797385621,0.5644078144078143,small,factuality
alexa_resgatedconv,alexa_graphconv,onsite_sage,articles,wiki,0.6794871794871794,0.2222222222222222,0.7777777777777778,0.698168498168498,0.6727716727716727,small,factuality
alexa_resgatedconv,alexa_graphconv,onsite_graphconv,articles,wiki,0.5031928480204343,0.28888888888888886,0.7333333333333333,0.4621848739495798,0.5576923076923077,small,factuality
alexa_resgatedconv,onsite_sage,onsite_graphconv,articles,wiki,0.3575757575757576,0.4444444444444444,0.6,0.3352941176470588,0.391025641025641,small,factuality
alexa_graphconv,onsite_sage,onsite_graphconv,articles,wiki,0.4813852813852814,0.3111111111111111,0.7111111111111111,0.44252873563218387,0.5299145299145299,small,factuality
gpt_sage,gpt_graphconv,alexa_resgatedconv,alexa_graphconv,onsite_sage,0.26596837444655275,0.5083333333333333,0.5583333333333333,0.2648018648018648,0.3293460925039872,large,factuality
gpt_sage,gpt_graphconv,alexa_resgatedconv,alexa_graphconv,onsite_graphconv,0.2076638655462185,1.025,0.325,0.29393939393939394,0.32440191387559814,large,factuality
gpt_sage,gpt_graphconv,alexa_resgatedconv,alexa_graphconv,articles,0.39247369068340937,0.45,0.6083333333333333,0.3901182505869055,0.45130249867091976,large,factuality
gpt_sage,gpt_graphconv,alexa_resgatedconv,alexa_graphconv,wiki,0.37748359851416147,0.5517241379310345,0.5431034482758621,0.38626311436158633,0.4989583333333333,large,factuality
gpt_sage,gpt_graphconv,alexa_resgatedconv,onsite_sage,onsite_graphconv,0.24959595959595965,0.8333333333333334,0.4,0.27049486461251165,0.35648591174906963,large,factuality
gpt_sage,gpt_graphconv,alexa_resgatedconv,onsite_sage,articles,0.31317604355716877,0.38333333333333336,0.6333333333333333,0.3193258426966292,0.3293992557150452,large,factuality
gpt_sage,gpt_graphconv,alexa_resgatedconv,onsite_sage,wiki,0.3187585305648323,0.75,0.5,0.36083302886371943,0.36979166666666663,large,factuality
gpt_sage,gpt_graphconv,alexa_resgatedconv,onsite_graphconv,articles,0.22845918812745528,0.4583333333333333,0.6083333333333333,0.23695652173913045,0.24354066985645934,large,factuality
gpt_sage,gpt_graphconv,alexa_resgatedconv,onsite_graphconv,wiki,0.29865591397849467,0.6206896551724138,0.5258620689655172,0.30521978021978025,0.3454861111111111,large,factuality
gpt_sage,gpt_graphconv,alexa_resgatedconv,articles,wiki,0.34583711411509066,0.5775862068965517,0.5086206896551724,0.39296500535157525,0.5211805555555555,large,factuality
gpt_sage,gpt_graphconv,alexa_graphconv,onsite_sage,onsite_graphconv,0.09707999371365708,1.3083333333333333,0.16666666666666666,0.18564527260179436,0.21860712387028175,large,factuality
gpt_sage,gpt_graphconv,alexa_graphconv,onsite_sage,articles,0.28839964633068077,0.575,0.5416666666666666,0.4272032230613765,0.42293992557150456,large,factuality
gpt_sage,gpt_graphconv,alexa_graphconv,onsite_sage,wiki,0.2467826987826988,0.7241379310344828,0.4224137931034483,0.2929757199322417,0.3520833333333333,large,factuality
gpt_sage,gpt_graphconv,alexa_graphconv,onsite_graphconv,articles,0.37990352504638214,0.625,0.49166666666666664,0.4032064959696539,0.4792131844763424,large,factuality
gpt_sage,gpt_graphconv,alexa_graphconv,onsite_graphconv,wiki,0.3197130908091606,0.5948275862068966,0.5344827586206896,0.33295127353266885,0.4027777777777778,large,factuality
gpt_sage,gpt_graphconv,alexa_graphconv,articles,wiki,0.3627887537993921,0.39655172413793105,0.6293103448275862,0.380773871437487,0.44236111111111115,large,factuality
gpt_sage,gpt_graphconv,onsite_sage,onsite_graphconv,articles,0.36525675891857307,0.5242290748898678,0.6079295154185022,0.39561157214608866,0.44829741035220483,large,factuality
gpt_sage,gpt_graphconv,onsite_sage,onsite_graphconv,wiki,0.356949985733538,0.5509259259259259,0.6018518518518519,0.3858176091569921,0.4639050491991668,large,factuality
gpt_sage,gpt_graphconv,onsite_sage,articles,wiki,0.3813567018591776,0.4212962962962963,0.6481481481481481,0.4045454545454546,0.5171083818142642,large,factuality
gpt_sage,gpt_graphconv,onsite_graphconv,articles,wiki,0.3996537798560412,0.4675925925925926,0.6296296296296297,0.4309951952809096,0.6254435107376284,large,factuality
gpt_sage,alexa_resgatedconv,alexa_graphconv,onsite_sage,onsite_graphconv,0.24763073654845588,0.9333333333333333,0.375,0.29329882677708763,0.3522062732589048,large,factuality
gpt_sage,alexa_resgatedconv,alexa_graphconv,onsite_sage,articles,0.3211339444115907,0.8,0.38333333333333336,0.4252206809583858,0.4597554492291335,large,factuality
gpt_sage,alexa_resgatedconv,alexa_graphconv,onsite_sage,wiki,0.31541019955654104,0.4051724137931034,0.6637931034482759,0.33661451542807475,0.32534722222222223,large,factuality
gpt_sage,alexa_resgatedconv,alexa_graphconv,onsite_graphconv,articles,0.3600264500314278,0.48333333333333334,0.6083333333333333,0.40739882607352484,0.45228601807549174,large,factuality
gpt_sage,alexa_resgatedconv,alexa_graphconv,onsite_graphconv,wiki,0.3672486063309572,0.5172413793103449,0.5775862068965517,0.3523803009575923,0.4256944444444445,large,factuality
gpt_sage,alexa_resgatedconv,alexa_graphconv,articles,wiki,0.4302074378516532,0.3793103448275862,0.646551724137931,0.41466439780676884,0.5305555555555557,large,factuality
gpt_sage,alexa_resgatedconv,onsite_sage,onsite_graphconv,articles,0.31768562821194396,0.575,0.5666666666666667,0.34393939393939393,0.43516746411483254,large,factuality
gpt_sage,alexa_resgatedconv,onsite_sage,onsite_graphconv,wiki,0.20829393969316948,0.9827586206896551,0.3879310344827586,0.2789505247376312,0.26631944444444444,large,factuality
gpt_sage,alexa_resgatedconv,onsite_sage,articles,wiki,0.3513978494623656,0.5689655172413793,0.49137931034482757,0.3927969348659004,0.5628472222222223,large,factuality
gpt_sage,alexa_resgatedconv,onsite_graphconv,articles,wiki,0.3883485309017224,0.3706896551724138,0.646551724137931,0.4035479013739883,0.47013888888888894,large,factuality
gpt_sage,alexa_graphconv,onsite_sage,onsite_graphconv,articles,0.37960261960261954,0.38333333333333336,0.65,0.3675716440422323,0.4604465709728867,large,factuality
gpt_sage,alexa_graphconv,onsite_sage,onsite_graphconv,wiki,0.2152463355853186,0.8362068965517241,0.4482758620689655,0.24583333333333335,0.21284722222222224,large,factuality
gpt_sage,alexa_graphconv,onsite_sage,articles,wiki,0.33413919413919413,0.6120689655172413,0.5,0.394112950058072,0.49409722222222224,large,factuality
gpt_sage,alexa_graphconv,onsite_graphconv,articles,wiki,0.36113516113516114,0.45689655172413796,0.5862068965517241,0.3650659353483487,0.4527777777777778,large,factuality
gpt_sage,onsite_sage,onsite_graphconv,articles,wiki,0.38412478632478625,0.44907407407407407,0.6574074074074074,0.4120182237117721,0.4899806076276665,large,factuality
gpt_graphconv,alexa_resgatedconv,alexa_graphconv,onsite_sage,onsite_graphconv,0.14820574162679429,1.2166666666666666,0.19166666666666668,0.1208955223880597,0.2845029239766082,large,factuality
gpt_graphconv,alexa_resgatedconv,alexa_graphconv,onsite_sage,articles,0.27693789728976786,0.5666666666666667,0.5666666666666667,0.39610389610389607,0.3773258904837852,large,factuality
gpt_graphconv,alexa_resgatedconv,alexa_graphconv,onsite_sage,wiki,0.3124053724053724,0.7241379310344828,0.47413793103448276,0.3554061055316436,0.45451388888888883,large,factuality
gpt_graphconv,alexa_resgatedconv,alexa_graphconv,onsite_graphconv,articles,0.35962161860049185,0.4,0.65,0.3493544137022398,0.4131313131313131,large,factuality
gpt_graphconv,alexa_resgatedconv,alexa_graphconv,onsite_graphconv,wiki,0.324737708774406,0.6551724137931034,0.5172413793103449,0.34297385620915033,0.4416666666666667,large,factuality
gpt_graphconv,alexa_resgatedconv,alexa_graphconv,articles,wiki,0.42742390353009824,0.39655172413793105,0.6379310344827587,0.4170068027210885,0.5739583333333333,large,factuality
gpt_graphconv,alexa_resgatedconv,onsite_sage,onsite_graphconv,articles,0.30018013485658385,0.7,0.44166666666666665,0.3715947467166979,0.4304625199362042,large,factuality
gpt_graphconv,alexa_resgatedconv,onsite_sage,onsite_graphconv,wiki,0.35846595821219157,0.6206896551724138,0.5086206896551724,0.40208011214876205,0.5260416666666666,large,factuality
gpt_graphconv,alexa_resgatedconv,onsite_sage,articles,wiki,0.34949924779712016,0.43103448275862066,0.603448275862069,0.38470135528959054,0.4354166666666667,large,factuality
gpt_graphconv,alexa_resgatedconv,onsite_graphconv,articles,wiki,0.42977103099304237,0.35344827586206895,0.6810344827586207,0.4347435897435898,0.4260416666666667,large,factuality
gpt_graphconv,alexa_graphconv,onsite_sage,onsite_graphconv,articles,0.33677566947478443,0.675,0.49166666666666664,0.39405953870910065,0.4907230196703881,large,factuality
gpt_graphconv,alexa_graphconv,onsite_sage,onsite_graphconv,wiki,0.27454453441295545,0.603448275862069,0.49137931034482757,0.29908026755852846,0.30451388888888886,large,factuality
gpt_graphconv,alexa_graphconv,onsite_sage,articles,wiki,0.33583917718560075,0.603448275862069,0.5258620689655172,0.3838044308632544,0.4708333333333333,large,factuality
gpt_graphconv,alexa_graphconv,onsite_graphconv,articles,wiki,0.2688495120698511,0.75,0.46551724137931033,0.36373219373219373,0.5541666666666666,large,factuality
gpt_graphconv,onsite_sage,onsite_graphconv,articles,wiki,0.4814928505837597,0.46296296296296297,0.6990740740740741,0.49748713550600343,0.5759771600948072,large,factuality
alexa_resgatedconv,alexa_graphconv,onsite_sage,onsite_graphconv,articles,0.37161531279178334,0.39669421487603307,0.6694214876033058,0.36604399567255685,0.41201012481452387,large,factuality
alexa_resgatedconv,alexa_graphconv,onsite_sage,onsite_graphconv,wiki,0.26828930269283285,0.717948717948718,0.5213675213675214,0.30394530693633387,0.3538461538461538,large,factuality
alexa_resgatedconv,alexa_graphconv,onsite_sage,articles,wiki,0.42287581699346405,0.3504273504273504,0.6666666666666666,0.4059084699453551,0.4655555555555556,large,factuality
alexa_resgatedconv,alexa_graphconv,onsite_graphconv,articles,wiki,0.38922571681192364,0.4188034188034188,0.6324786324786325,0.38221311475409836,0.4624786324786325,large,factuality
alexa_resgatedconv,onsite_sage,onsite_graphconv,articles,wiki,0.36992965911942804,0.5128205128205128,0.5384615384615384,0.3836666666666667,0.49290598290598286,large,factuality
alexa_graphconv,onsite_sage,onsite_graphconv,articles,wiki,0.3091164433530846,0.5555555555555556,0.5470085470085471,0.3376573426573427,0.39085470085470086,large,factuality
