embedding1,embedding2,embedding3,embedding4,f1_score,mae,accuracy,precision,recall,dataset,target
gpt_sage,gpt_graphconv,alexa_resgatedconv,alexa_graphconv,0.5595959595959595,0.5531914893617021,0.574468085106383,0.6033333333333334,0.5632002801120448,small,bias
gpt_sage,gpt_graphconv,alexa_resgatedconv,onsite_sage,0.512682379349046,0.7333333333333333,0.5111111111111111,0.5495614035087719,0.5140056022408963,small,bias
gpt_sage,gpt_graphconv,alexa_resgatedconv,onsite_graphconv,0.3440315315315316,0.8666666666666667,0.4,0.31296296296296294,0.38235294117647056,small,bias
gpt_sage,gpt_graphconv,alexa_resgatedconv,articles,0.850457984866587,0.23404255319148937,0.851063829787234,0.8653846153846154,0.8489145658263305,small,bias
gpt_sage,gpt_graphconv,alexa_resgatedconv,wiki,0.6821288515406163,0.46808510638297873,0.7021276595744681,0.7030812324929973,0.7090336134453782,small,bias
gpt_sage,gpt_graphconv,alexa_graphconv,onsite_sage,0.43459297594635937,0.6,0.5111111111111111,0.48333333333333334,0.4803921568627451,small,bias
gpt_sage,gpt_graphconv,alexa_graphconv,onsite_graphconv,0.39902713773681525,0.7777777777777778,0.4222222222222222,0.3901960784313725,0.41456582633053224,small,bias
gpt_sage,gpt_graphconv,alexa_graphconv,articles,0.8465243568691845,0.23404255319148937,0.851063829787234,0.8491809116809117,0.8524159663865546,small,bias
gpt_sage,gpt_graphconv,alexa_graphconv,wiki,0.6617032392894462,0.5106382978723404,0.6595744680851063,0.665359477124183,0.660889355742297,small,bias
gpt_sage,gpt_graphconv,onsite_sage,onsite_graphconv,0.38512195121951215,0.7777777777777778,0.4222222222222222,0.3878787878787879,0.40196078431372545,small,bias
gpt_sage,gpt_graphconv,onsite_sage,articles,0.8647875816993463,0.2222222222222222,0.8666666666666667,0.9,0.865546218487395,small,bias
gpt_sage,gpt_graphconv,onsite_sage,wiki,0.6913308913308914,0.37777777777777777,0.7111111111111111,0.7421536796536796,0.6988795518207284,small,bias
gpt_sage,gpt_graphconv,onsite_graphconv,articles,0.8431461012106173,0.24444444444444444,0.8444444444444444,0.8533496732026143,0.8417366946778712,small,bias
gpt_sage,gpt_graphconv,onsite_graphconv,wiki,0.578227177138248,0.5333333333333333,0.6222222222222222,0.6577777777777778,0.5994397759103641,small,bias
gpt_sage,gpt_graphconv,articles,wiki,0.8300653594771242,0.2553191489361702,0.8297872340425532,0.8425925925925926,0.8322829131652661,small,bias
gpt_sage,alexa_resgatedconv,alexa_graphconv,onsite_sage,0.6261246612466125,0.4666666666666667,0.6444444444444445,0.6568181818181819,0.6274509803921569,small,bias
gpt_sage,alexa_resgatedconv,alexa_graphconv,onsite_graphconv,0.48059964726631393,0.6888888888888889,0.4888888888888889,0.48005698005698005,0.48179271708683474,small,bias
gpt_sage,alexa_resgatedconv,alexa_graphconv,articles,0.8952824952824953,0.14893617021276595,0.8936170212765957,0.9041394335511983,0.8911064425770308,small,bias
gpt_sage,alexa_resgatedconv,alexa_graphconv,wiki,0.6804971988795518,0.46808510638297873,0.6808510638297872,0.6804971988795518,0.6804971988795518,small,bias
gpt_sage,alexa_resgatedconv,onsite_sage,onsite_graphconv,0.43717486994797916,0.6,0.5333333333333333,0.4881944444444444,0.5,small,bias
gpt_sage,alexa_resgatedconv,onsite_sage,articles,0.7933501683501684,0.3111111111111111,0.8,0.8565656565656566,0.7983193277310924,small,bias
gpt_sage,alexa_resgatedconv,onsite_sage,wiki,0.6503958503958504,0.5111111111111111,0.6888888888888889,0.7022946859903381,0.6792717086834733,small,bias
gpt_sage,alexa_resgatedconv,onsite_graphconv,articles,0.845752813494749,0.24444444444444444,0.8444444444444444,0.8669590643274853,0.84593837535014,small,bias
gpt_sage,alexa_resgatedconv,onsite_graphconv,wiki,0.6268099716375578,0.5777777777777777,0.6222222222222222,0.6609250398724082,0.6246498599439776,small,bias
gpt_sage,alexa_resgatedconv,articles,wiki,0.8964368964368964,0.14893617021276595,0.8936170212765957,0.9089912280701755,0.8923319327731093,small,bias
gpt_sage,alexa_graphconv,onsite_sage,onsite_graphconv,0.4666666666666666,0.7111111111111111,0.4666666666666667,0.4694444444444444,0.4663865546218487,small,bias
gpt_sage,alexa_graphconv,onsite_sage,articles,0.8020107063585323,0.3111111111111111,0.8,0.8695652173913043,0.8025210084033613,small,bias
gpt_sage,alexa_graphconv,onsite_sage,wiki,0.7197235513024985,0.35555555555555557,0.7333333333333333,0.7589285714285715,0.7226890756302521,small,bias
gpt_sage,alexa_graphconv,onsite_graphconv,articles,0.8400362318840581,0.26666666666666666,0.8444444444444444,0.8888888888888888,0.8417366946778712,small,bias
gpt_sage,alexa_graphconv,onsite_graphconv,wiki,0.6446090141742316,0.4666666666666667,0.6666666666666666,0.6637806637806638,0.6512605042016807,small,bias
gpt_sage,alexa_graphconv,articles,wiki,0.8964368964368964,0.14893617021276595,0.8936170212765957,0.9089912280701755,0.8923319327731093,small,bias
gpt_sage,onsite_sage,onsite_graphconv,articles,0.8435135404221427,0.24444444444444444,0.8444444444444444,0.8561253561253562,0.84593837535014,small,bias
gpt_sage,onsite_sage,onsite_graphconv,wiki,0.4577482138457749,0.7333333333333333,0.5555555555555556,0.41898148148148145,0.5406162464985994,small,bias
gpt_sage,onsite_sage,articles,wiki,0.8856637615258305,0.15555555555555556,0.8888888888888888,0.8907407407407407,0.8851540616246499,small,bias
gpt_sage,onsite_graphconv,articles,wiki,0.8689184060721061,0.2,0.8666666666666667,0.9,0.8697478991596639,small,bias
gpt_graphconv,alexa_resgatedconv,alexa_graphconv,onsite_sage,0.44867724867724873,0.6888888888888889,0.4666666666666667,0.5516129032258065,0.4915966386554622,small,bias
gpt_graphconv,alexa_resgatedconv,alexa_graphconv,onsite_graphconv,0.4005442392539167,0.7777777777777778,0.4444444444444444,0.39156314699792966,0.4425770308123249,small,bias
gpt_graphconv,alexa_resgatedconv,alexa_graphconv,articles,0.894510582010582,0.1702127659574468,0.8936170212765957,0.9041835357624831,0.8923319327731093,small,bias
gpt_graphconv,alexa_resgatedconv,alexa_graphconv,wiki,0.6361111111111111,0.5106382978723404,0.6382978723404256,0.6386243386243385,0.6442577030812324,small,bias
gpt_graphconv,alexa_resgatedconv,onsite_sage,onsite_graphconv,0.4900352360817477,0.6,0.5111111111111111,0.537878787878788,0.4929971988795518,small,bias
gpt_graphconv,alexa_resgatedconv,onsite_sage,articles,0.8915958593377947,0.15555555555555556,0.8888888888888888,0.912280701754386,0.8935574229691876,small,bias
gpt_graphconv,alexa_resgatedconv,onsite_sage,wiki,0.7204800619434765,0.3333333333333333,0.7333333333333333,0.7936507936507936,0.7184873949579832,small,bias
gpt_graphconv,alexa_resgatedconv,onsite_graphconv,articles,0.8867724867724868,0.15555555555555556,0.8888888888888888,0.8897028897028898,0.8851540616246498,small,bias
gpt_graphconv,alexa_resgatedconv,onsite_graphconv,wiki,0.644520202020202,0.5111111111111111,0.6444444444444445,0.712475633528265,0.6568627450980392,small,bias
gpt_graphconv,alexa_resgatedconv,articles,wiki,0.8465243568691845,0.23404255319148937,0.851063829787234,0.8491809116809117,0.8524159663865546,small,bias
gpt_graphconv,alexa_graphconv,onsite_sage,onsite_graphconv,0.44763423710792133,0.6666666666666666,0.5111111111111111,0.4325814536340851,0.49719887955182074,small,bias
gpt_graphconv,alexa_graphconv,onsite_sage,articles,0.8367357539868059,0.2222222222222222,0.8444444444444444,0.868937048503612,0.8375350140056023,small,bias
gpt_graphconv,alexa_graphconv,onsite_sage,wiki,0.6913580246913581,0.35555555555555557,0.7111111111111111,0.7554578754578755,0.6946778711484595,small,bias
gpt_graphconv,alexa_graphconv,onsite_graphconv,articles,0.7964285714285714,0.3111111111111111,0.8,0.7992063492063491,0.7983193277310924,small,bias
gpt_graphconv,alexa_graphconv,onsite_graphconv,wiki,0.697889317889318,0.4222222222222222,0.7111111111111111,0.7067099567099566,0.6988795518207281,small,bias
gpt_graphconv,alexa_graphconv,articles,wiki,0.8485407066052227,0.23404255319148937,0.851063829787234,0.8486772486772486,0.8494397759103641,small,bias
gpt_graphconv,onsite_sage,onsite_graphconv,articles,0.8202380952380953,0.2222222222222222,0.8222222222222222,0.8425925925925926,0.834733893557423,small,bias
gpt_graphconv,onsite_sage,onsite_graphconv,wiki,0.6313131313131314,0.4,0.6444444444444445,0.7018518518518518,0.6274509803921569,small,bias
gpt_graphconv,onsite_sage,articles,wiki,0.8890382317801673,0.15555555555555556,0.8888888888888888,0.9002849002849004,0.8935574229691876,small,bias
gpt_graphconv,onsite_graphconv,articles,wiki,0.7403915081334436,0.4222222222222222,0.7555555555555555,0.8533333333333334,0.7507002801120448,small,bias
alexa_resgatedconv,alexa_graphconv,onsite_sage,onsite_graphconv,0.4698440253557432,0.6666666666666666,0.4888888888888889,0.4783068783068783,0.47759103641456585,small,bias
alexa_resgatedconv,alexa_graphconv,onsite_sage,articles,0.8574233382417525,0.2222222222222222,0.8666666666666667,0.892672858617131,0.8613445378151261,small,bias
alexa_resgatedconv,alexa_graphconv,onsite_sage,wiki,0.7039426523297491,0.4222222222222222,0.7111111111111111,0.722004357298475,0.703081232492997,small,bias
alexa_resgatedconv,alexa_graphconv,onsite_graphconv,articles,0.8212040932938548,0.28888888888888886,0.8222222222222222,0.8787878787878788,0.8221288515406163,small,bias
alexa_resgatedconv,alexa_graphconv,onsite_graphconv,wiki,0.6794272278143246,0.4222222222222222,0.6888888888888889,0.721078431372549,0.6792717086834733,small,bias
alexa_resgatedconv,alexa_graphconv,articles,wiki,0.8964368964368964,0.14893617021276595,0.8936170212765957,0.9089912280701755,0.8923319327731093,small,bias
alexa_resgatedconv,onsite_sage,onsite_graphconv,articles,0.7572025675473952,0.35555555555555557,0.7555555555555555,0.7883040935672514,0.7633053221288515,small,bias
alexa_resgatedconv,onsite_sage,onsite_graphconv,wiki,0.6376262626262627,0.5333333333333333,0.6666666666666666,0.6566764132553606,0.6512605042016807,small,bias
alexa_resgatedconv,onsite_sage,articles,wiki,0.9303524062144751,0.1111111111111111,0.9333333333333333,0.937037037037037,0.9285714285714285,small,bias
alexa_resgatedconv,onsite_graphconv,articles,wiki,0.9103066867772749,0.13333333333333333,0.9111111111111111,0.9178921568627452,0.9089635854341737,small,bias
alexa_graphconv,onsite_sage,onsite_graphconv,articles,0.8648809523809523,0.2222222222222222,0.8666666666666667,0.8690476190476191,0.865546218487395,small,bias
alexa_graphconv,onsite_sage,onsite_graphconv,wiki,0.4809291090888664,0.6888888888888889,0.4888888888888889,0.581992337164751,0.5070028011204482,small,bias
alexa_graphconv,onsite_sage,articles,wiki,0.6024691358024691,0.6,0.6222222222222222,0.8172043010752689,0.6246498599439776,small,bias
alexa_graphconv,onsite_graphconv,articles,wiki,0.7799603174603175,0.35555555555555557,0.7777777777777778,0.798941798941799,0.7787114845938374,small,bias
onsite_sage,onsite_graphconv,articles,wiki,0.887212643678161,0.17777777777777778,0.8888888888888888,0.888888888888889,0.8893557422969188,small,bias
gpt_sage,gpt_graphconv,alexa_resgatedconv,alexa_graphconv,0.3291707485737337,1.1274509803921569,0.3235294117647059,0.4265700483091788,0.3529091960670908,large,bias
gpt_sage,gpt_graphconv,alexa_resgatedconv,onsite_sage,0.39015515062026696,0.8333333333333334,0.5098039215686274,0.3679771816219549,0.44185463659147867,large,bias
gpt_sage,gpt_graphconv,alexa_resgatedconv,onsite_graphconv,0.4662115662115662,0.9411764705882353,0.49019607843137253,0.49014222559050147,0.507985347985348,large,bias
gpt_sage,gpt_graphconv,alexa_resgatedconv,articles,0.47416764941742534,0.7549019607843137,0.5490196078431373,0.4322681704260652,0.5259919028340081,large,bias
gpt_sage,gpt_graphconv,alexa_resgatedconv,wiki,0.44575807334428025,0.6565656565656566,0.5353535353535354,0.5092691622103387,0.4545029239766082,large,bias
gpt_sage,gpt_graphconv,alexa_graphconv,onsite_sage,0.35847144018897875,1.088235294117647,0.37254901960784315,0.4698083862137613,0.3629419703103913,large,bias
gpt_sage,gpt_graphconv,alexa_graphconv,onsite_graphconv,0.3328389281295181,1.0686274509803921,0.3627450980392157,0.5198268398268399,0.39058029689608637,large,bias
gpt_sage,gpt_graphconv,alexa_graphconv,articles,0.5160431235431236,0.7156862745098039,0.5588235294117647,0.6115684315684315,0.5499402352033931,large,bias
gpt_sage,gpt_graphconv,alexa_graphconv,wiki,0.6224885743771192,0.5353535353535354,0.6262626262626263,0.6338687628161314,0.6317318938371571,large,bias
