embedding1,embedding2,f1_score,mae,accuracy,precision,recall,dataset,target
alexa_graphconv,onsite_sage,0.27404560697518443,1.0588235294117647,0.3431372549019608,0.3936950389912062,0.2946365914786967,large,bias
alexa_graphconv,onsite_graphconv,0.36799110122358175,1.1666666666666667,0.4117647058823529,0.3939755884917175,0.38476190476190475,large,bias
alexa_graphconv,articles,0.5837267763396354,0.6764705882352942,0.5980392156862745,0.6038735774029892,0.6064815885868517,large,bias
alexa_graphconv,wiki,0.5680926348672355,0.6060606060606061,0.6464646464646465,0.6221212121212121,0.5852091767881242,large,bias
onsite_sage,onsite_graphconv,0.2515556833612908,1.4285714285714286,0.2683982683982684,0.291265630197569,0.27522178760243937,large,bias
onsite_sage,articles,0.6051391426947992,0.5887445887445888,0.6363636363636364,0.6513986013986013,0.5993203586176836,large,bias
onsite_sage,wiki,0.6263468601518372,0.6,0.6272727272727273,0.6539118603963324,0.6309632777596164,large,bias
onsite_graphconv,articles,0.6137667562258069,0.5627705627705628,0.645021645021645,0.6121231199708431,0.61818329557026,large,bias
onsite_graphconv,wiki,0.5584896480130477,0.8045454545454546,0.5590909090909091,0.6177876893415839,0.5867948032135676,large,bias
articles,wiki,0.6503896635279398,0.4628099173553719,0.7024793388429752,0.6604603892839187,0.6536399906399906,large,bias
