embedding1,embedding2,embedding3,f1_score,mae,accuracy,precision,recall,dataset,target
gpt_sage,gpt_graphconv,alexa_resgatedconv,0.40518518518518526,0.9148936170212766,0.425531914893617,0.40930134680134683,0.42401960784313725,small,bias
gpt_sage,gpt_graphconv,alexa_graphconv,0.45396825396825397,0.7446808510638298,0.46808510638297873,0.47883597883597884,0.46988795518207277,small,bias
gpt_sage,gpt_graphconv,onsite_sage,0.295986895986896,0.8222222222222222,0.3111111111111111,0.3163742690058479,0.3081232492997199,small,bias
gpt_sage,gpt_graphconv,onsite_graphconv,0.3178104575163399,0.8888888888888888,0.3333333333333333,0.3166666666666667,0.3319327731092437,small,bias
gpt_sage,gpt_graphconv,articles,0.8268907563025211,0.23404255319148937,0.8297872340425532,0.8400673400673401,0.8238795518207284,small,bias
gpt_sage,gpt_graphconv,wiki,0.6456043956043956,0.46808510638297873,0.6595744680851063,0.6618357487922705,0.6512605042016807,small,bias
gpt_sage,alexa_resgatedconv,alexa_graphconv,0.5681022408963585,0.6382978723404256,0.574468085106383,0.5777777777777778,0.5787815126050421,small,bias
gpt_sage,alexa_resgatedconv,onsite_sage,0.46127946127946134,0.7111111111111111,0.4888888888888889,0.466130604288499,0.47759103641456585,small,bias
gpt_sage,alexa_resgatedconv,onsite_graphconv,0.4631469979296066,0.7333333333333333,0.4888888888888889,0.46296296296296297,0.47759103641456585,small,bias
gpt_sage,alexa_resgatedconv,articles,0.8415032679738562,0.2553191489361702,0.851063829787234,0.8637254901960785,0.8405112044817927,small,bias
gpt_sage,alexa_resgatedconv,wiki,0.6691086691086691,0.44680851063829785,0.6808510638297872,0.6802641802641802,0.6750700280112044,small,bias
gpt_sage,alexa_graphconv,onsite_sage,0.48340548340548345,0.6444444444444445,0.5111111111111111,0.4856237816764133,0.5056022408963585,small,bias
gpt_sage,alexa_graphconv,onsite_graphconv,0.5911221395092363,0.5555555555555556,0.6,0.5977443609022557,0.6008403361344538,small,bias
gpt_sage,alexa_graphconv,articles,0.8268907563025211,0.23404255319148937,0.8297872340425532,0.8400673400673401,0.8238795518207284,small,bias
gpt_sage,alexa_graphconv,wiki,0.6679197994987468,0.46808510638297873,0.6808510638297872,0.6746031746031745,0.6750700280112044,small,bias
gpt_sage,onsite_sage,onsite_graphconv,0.36065971380063067,0.7777777777777778,0.37777777777777777,0.38690476190476186,0.3837535014005602,small,bias
gpt_sage,onsite_sage,articles,0.9118589743589743,0.13333333333333333,0.9111111111111111,0.9259259259259259,0.9131652661064426,small,bias
gpt_sage,onsite_sage,wiki,0.7271668219944082,0.37777777777777777,0.7333333333333333,0.75,0.7226890756302521,small,bias
gpt_sage,onsite_graphconv,articles,0.7696143015836111,0.3333333333333333,0.7777777777777778,0.8046296296296296,0.7745098039215685,small,bias
gpt_sage,onsite_graphconv,wiki,0.6985703652370319,0.4222222222222222,0.7111111111111111,0.7051282051282052,0.6988795518207281,small,bias
gpt_sage,articles,wiki,0.8744747899159663,0.1702127659574468,0.8723404255319149,0.8744747899159663,0.8744747899159663,small,bias
gpt_graphconv,alexa_resgatedconv,alexa_graphconv,0.5548158934886623,0.5957446808510638,0.574468085106383,0.6023391812865497,0.5733543417366946,small,bias
gpt_graphconv,alexa_resgatedconv,onsite_sage,0.5378056628056629,0.6,0.5777777777777777,0.5447089947089947,0.5644257703081232,small,bias
gpt_graphconv,alexa_resgatedconv,onsite_graphconv,0.5368191721132897,0.6222222222222222,0.5777777777777777,0.5614035087719298,0.5644257703081232,small,bias
gpt_graphconv,alexa_resgatedconv,articles,0.851890756302521,0.2127659574468085,0.851063829787234,0.8560846560846561,0.851890756302521,small,bias
gpt_graphconv,alexa_resgatedconv,wiki,0.6920634920634922,0.46808510638297873,0.7021276595744681,0.6917293233082707,0.6959033613445378,small,bias
gpt_graphconv,alexa_graphconv,onsite_sage,0.6121794871794871,0.4888888888888889,0.6222222222222222,0.611111111111111,0.6246498599439776,small,bias
gpt_graphconv,alexa_graphconv,onsite_graphconv,0.6231231231231231,0.4666666666666667,0.6444444444444445,0.6874269005847954,0.6358543417366946,small,bias
gpt_graphconv,alexa_graphconv,articles,0.8022875816993463,0.2553191489361702,0.8085106382978723,0.8224171539961014,0.8000700280112044,small,bias
gpt_graphconv,alexa_graphconv,wiki,0.6428939526338194,0.5106382978723404,0.6595744680851063,0.6502164502164502,0.6542366946778712,small,bias
gpt_graphconv,onsite_sage,onsite_graphconv,0.2995579133510168,0.8888888888888888,0.3111111111111111,0.2962962962962963,0.32492997198879553,small,bias
gpt_graphconv,onsite_sage,articles,0.809424164922886,0.28888888888888886,0.8222222222222222,0.8421296296296296,0.8179271708683474,small,bias
gpt_graphconv,onsite_sage,wiki,0.7484737484737485,0.35555555555555557,0.7555555555555555,0.7552213868003341,0.7464985994397759,small,bias
gpt_graphconv,onsite_graphconv,articles,0.8886616161616162,0.17777777777777778,0.8888888888888888,0.912280701754386,0.8893557422969187,small,bias
gpt_graphconv,onsite_graphconv,wiki,0.699055330634278,0.4,0.7111111111111111,0.7103174603174603,0.6988795518207281,small,bias
gpt_graphconv,articles,wiki,0.8744747899159663,0.1702127659574468,0.8723404255319149,0.8744747899159663,0.8744747899159663,small,bias
alexa_resgatedconv,alexa_graphconv,onsite_sage,0.6216931216931217,0.4888888888888889,0.6444444444444445,0.6591478696741855,0.6358543417366946,small,bias
alexa_resgatedconv,alexa_graphconv,onsite_graphconv,0.5706816059757236,0.6,0.6,0.5978835978835978,0.5882352941176471,small,bias
alexa_resgatedconv,alexa_graphconv,articles,0.9155844155844156,0.10638297872340426,0.9148936170212766,0.916141456582633,0.916141456582633,small,bias
alexa_resgatedconv,alexa_graphconv,wiki,0.7380952380952381,0.3829787234042553,0.7446808510638298,0.7393483709273183,0.740546218487395,small,bias
alexa_resgatedconv,onsite_sage,onsite_graphconv,0.5182364182364182,0.6,0.5555555555555556,0.5421052631578948,0.5448179271708683,small,bias
alexa_resgatedconv,onsite_sage,articles,0.9118589743589743,0.13333333333333333,0.9111111111111111,0.9259259259259259,0.9131652661064426,small,bias
alexa_resgatedconv,onsite_sage,wiki,0.796092796092796,0.26666666666666666,0.8,0.8028404344193819,0.7941176470588235,small,bias
alexa_resgatedconv,onsite_graphconv,articles,0.8838383838383838,0.2,0.8888888888888888,0.912280701754386,0.8851540616246498,small,bias
alexa_resgatedconv,onsite_graphconv,wiki,0.6805523472190139,0.4222222222222222,0.6888888888888889,0.6884615384615383,0.6792717086834733,small,bias
alexa_resgatedconv,articles,wiki,0.9149159663865546,0.1276595744680851,0.9148936170212766,0.9149159663865546,0.9149159663865546,small,bias
alexa_graphconv,onsite_sage,onsite_graphconv,0.5894607843137255,0.4888888888888889,0.6,0.6,0.6050420168067226,small,bias
alexa_graphconv,onsite_sage,articles,0.9082323232323232,0.15555555555555556,0.9111111111111111,0.9259259259259259,0.9089635854341737,small,bias
alexa_graphconv,onsite_sage,wiki,0.7962962962962963,0.26666666666666666,0.8,0.8016194331983805,0.7941176470588235,small,bias
alexa_graphconv,onsite_graphconv,articles,0.8886616161616162,0.17777777777777778,0.8888888888888888,0.912280701754386,0.8893557422969187,small,bias
alexa_graphconv,onsite_graphconv,wiki,0.6790123456790124,0.4444444444444444,0.6888888888888889,0.6815114709851553,0.6792717086834733,small,bias
alexa_graphconv,articles,wiki,0.8979335842080941,0.1276595744680851,0.8936170212765957,0.9019607843137255,0.8953081232492996,small,bias
onsite_sage,onsite_graphconv,articles,0.8838383838383838,0.2,0.8888888888888888,0.912280701754386,0.8851540616246498,small,bias
onsite_sage,onsite_graphconv,wiki,0.7484737484737485,0.35555555555555557,0.7555555555555555,0.7552213868003341,0.7464985994397759,small,bias
onsite_sage,articles,wiki,0.9089635854341737,0.13333333333333333,0.9111111111111111,0.9089635854341737,0.9089635854341737,small,bias
onsite_graphconv,articles,wiki,0.8434343434343434,0.24444444444444444,0.8444444444444444,0.8739035087719298,0.8417366946778712,small,bias
gpt_sage,gpt_graphconv,alexa_resgatedconv,0.352718275008837,1.1372549019607843,0.4117647058823529,0.3500932400932401,0.36675534991324465,large,bias
gpt_sage,gpt_graphconv,alexa_graphconv,0.400728499128393,0.9705882352941176,0.47058823529411764,0.4136720142602496,0.417335646809331,large,bias
gpt_sage,gpt_graphconv,onsite_sage,0.33071566309601275,0.9307359307359307,0.4329004329004329,0.3530061738757391,0.3608157387471677,large,bias
gpt_sage,gpt_graphconv,onsite_graphconv,0.32536592443774764,0.9307359307359307,0.41125541125541126,0.3543040293040293,0.34597757512221333,large,bias
gpt_sage,gpt_graphconv,articles,0.636018436541621,0.5217391304347826,0.691699604743083,0.6465358831725969,0.6312781954887218,large,bias
gpt_sage,gpt_graphconv,wiki,0.6415198844787886,0.5454545454545454,0.6652892561983471,0.641807633838695,0.6479317889317888,large,bias
gpt_sage,alexa_resgatedconv,alexa_graphconv,0.3380295566502463,1.0196078431372548,0.4411764705882353,0.3472364672364673,0.3819047619047619,large,bias
gpt_sage,alexa_resgatedconv,onsite_sage,0.32977260272514936,1.0490196078431373,0.46078431372549017,0.33999999999999997,0.3893734335839599,large,bias
gpt_sage,alexa_resgatedconv,onsite_graphconv,0.35741059089223715,0.9509803921568627,0.47058823529411764,0.3713943028485757,0.39989974937343364,large,bias
gpt_sage,alexa_resgatedconv,articles,0.6112556458897922,0.5686274509803921,0.6274509803921569,0.6076470588235294,0.6167611336032388,large,bias
gpt_sage,alexa_resgatedconv,wiki,0.6361594510469721,0.5353535353535354,0.6767676767676768,0.6865515771526003,0.6346378767431399,large,bias
gpt_sage,alexa_graphconv,onsite_sage,0.3355920162779483,1.088235294117647,0.4215686274509804,0.3219334719334719,0.37127819548872176,large,bias
gpt_sage,alexa_graphconv,onsite_graphconv,0.39054409005628515,0.8921568627450981,0.4803921568627451,0.38166666666666665,0.4218546365914787,large,bias
gpt_sage,alexa_graphconv,articles,0.5996871876461094,0.6470588235294118,0.6176470588235294,0.598562091503268,0.605232311548101,large,bias
gpt_sage,alexa_graphconv,wiki,0.6062811822967523,0.5959595959595959,0.6363636363636364,0.6617715617715618,0.5996671165092218,large,bias
gpt_sage,onsite_sage,onsite_graphconv,0.3740297620808314,0.8441558441558441,0.4588744588744589,0.4183815372568354,0.3851008706173229,large,bias
gpt_sage,onsite_sage,articles,0.6350793886274676,0.5281385281385281,0.670995670995671,0.6616802116802116,0.6294821574175318,large,bias
gpt_sage,onsite_sage,wiki,0.642705136039536,0.55,0.6590909090909091,0.6563965691317406,0.644602117943079,large,bias
gpt_sage,onsite_graphconv,articles,0.6534527051681268,0.49783549783549785,0.6926406926406926,0.6571236230110158,0.6536376548567822,large,bias
gpt_sage,onsite_graphconv,wiki,0.6375100043160389,0.5772727272727273,0.6545454545454545,0.646436980325544,0.6367579026617929,large,bias
gpt_sage,articles,wiki,0.6793774943749992,0.45041322314049587,0.7272727272727273,0.6868094899651404,0.6820511290511291,large,bias
gpt_graphconv,alexa_resgatedconv,alexa_graphconv,0.40591145362465453,0.9215686274509803,0.45098039215686275,0.3997730179028133,0.4165837671100828,large,bias
gpt_graphconv,alexa_resgatedconv,onsite_sage,0.37339429777017435,0.8725490196078431,0.5196078431372549,0.39585119798234547,0.43994987468671676,large,bias
gpt_graphconv,alexa_resgatedconv,onsite_graphconv,0.3903702944592471,1.088235294117647,0.47058823529411764,0.40201465201465203,0.40946982841719687,large,bias
gpt_graphconv,alexa_resgatedconv,articles,0.5890708191600253,0.6470588235294118,0.6078431372549019,0.5842347247428916,0.5957085020242915,large,bias
gpt_graphconv,alexa_resgatedconv,wiki,0.6314220243122397,0.5454545454545454,0.6666666666666666,0.6837219251336899,0.6279712100764733,large,bias
gpt_graphconv,alexa_graphconv,onsite_sage,0.3619512195121951,0.9901960784313726,0.47058823529411764,0.3557552954292085,0.4057644110275689,large,bias
gpt_graphconv,alexa_graphconv,onsite_graphconv,0.399297385620915,0.9509803921568627,0.5098039215686274,0.39630769230769236,0.44000000000000006,large,bias
gpt_graphconv,alexa_graphconv,articles,0.5837899823428371,0.6666666666666666,0.6078431372549019,0.5788218793828893,0.5977135145556198,large,bias
gpt_graphconv,alexa_graphconv,wiki,0.6503754392942351,0.5151515151515151,0.6868686868686869,0.704978354978355,0.645748987854251,large,bias
