embedding1,embedding2,embedding3,embedding4,f1_score,mae,accuracy,precision,recall,dataset,target
gpt_sage,gpt_graphconv,alexa_resgatedconv,alexa_graphconv,0.5244755244755245,0.5106382978723404,0.6170212765957447,0.53544061302682,0.5183150183150184,small,factuality
gpt_sage,gpt_graphconv,alexa_resgatedconv,onsite_sage,0.39788359788359795,0.4444444444444444,0.6444444444444445,0.3918918918918919,0.43162393162393164,small,factuality
gpt_sage,gpt_graphconv,alexa_resgatedconv,onsite_graphconv,0.3944361649279682,0.4,0.6444444444444445,0.37142857142857144,0.43162393162393164,small,factuality
gpt_sage,gpt_graphconv,alexa_resgatedconv,articles,0.4506172839506173,0.3617021276595745,0.6808510638297872,0.42458521870286575,0.4871794871794872,small,factuality
gpt_sage,gpt_graphconv,alexa_resgatedconv,wiki,0.4448979591836735,0.5531914893617021,0.5531914893617021,0.4483695652173913,0.44505494505494503,small,factuality
gpt_sage,gpt_graphconv,alexa_graphconv,onsite_sage,0.47509578544061304,0.4444444444444444,0.6222222222222222,0.701388888888889,0.4685592185592185,small,factuality
gpt_sage,gpt_graphconv,alexa_graphconv,onsite_graphconv,0.41228070175438597,0.5333333333333333,0.6,0.3924731182795698,0.4358974358974359,small,factuality
gpt_sage,gpt_graphconv,alexa_graphconv,articles,0.4506172839506173,0.3617021276595745,0.6808510638297872,0.42458521870286575,0.4871794871794872,small,factuality
gpt_sage,gpt_graphconv,alexa_graphconv,wiki,0.40208197787898503,0.48936170212765956,0.574468085106383,0.3925925925925926,0.4120879120879121,small,factuality
gpt_sage,gpt_graphconv,onsite_sage,onsite_graphconv,0.22063492063492066,0.7777777777777778,0.4,0.20370370370370372,0.24572649572649574,small,factuality
gpt_sage,gpt_graphconv,onsite_sage,articles,0.4491525423728813,0.35555555555555557,0.6888888888888889,0.41919191919191917,0.4871794871794872,small,factuality
gpt_sage,gpt_graphconv,onsite_sage,wiki,0.45057720057720063,0.4444444444444444,0.6222222222222222,0.45555555555555555,0.4536019536019536,small,factuality
gpt_sage,gpt_graphconv,onsite_graphconv,articles,0.4491525423728813,0.35555555555555557,0.6888888888888889,0.41919191919191917,0.4871794871794872,small,factuality
gpt_sage,gpt_graphconv,onsite_graphconv,wiki,0.4922109988776655,0.4222222222222222,0.6444444444444445,0.4990842490842491,0.49633699633699635,small,factuality
gpt_sage,gpt_graphconv,articles,wiki,0.5943223443223443,0.3404255319148936,0.6808510638297872,0.6222222222222222,0.5805860805860806,small,factuality
gpt_sage,alexa_resgatedconv,alexa_graphconv,onsite_sage,0.38504864311315923,0.4666666666666667,0.6222222222222222,0.3703703703703704,0.4188034188034188,small,factuality
gpt_sage,alexa_resgatedconv,alexa_graphconv,onsite_graphconv,0.38350720317933434,0.4444444444444444,0.6222222222222222,0.36190476190476195,0.4188034188034188,small,factuality
gpt_sage,alexa_resgatedconv,alexa_graphconv,articles,0.47595906917940817,0.3829787234042553,0.6382978723404256,0.4886363636363636,0.4871794871794872,small,factuality
