embedding1,embedding2,embedding3,embedding4,f1_score,mae,accuracy,precision,recall,dataset,target
alexa_graphconv,onsite_sage,onsite_graphconv,articles,0.8659548336967692,0.2,0.8666666666666667,0.8845029239766081,0.8697478991596639,small,bias
alexa_graphconv,onsite_sage,onsite_graphconv,wiki,0.6025974025974025,0.5333333333333333,0.6,0.6879370629370629,0.6092436974789915,small,bias
alexa_graphconv,onsite_sage,articles,wiki,0.8915958593377947,0.15555555555555556,0.8888888888888888,0.912280701754386,0.8935574229691876,small,bias
alexa_graphconv,onsite_graphconv,articles,wiki,0.8434343434343434,0.24444444444444444,0.8444444444444444,0.8739035087719298,0.8417366946778712,small,bias
onsite_sage,onsite_graphconv,articles,wiki,0.8848086779121261,0.2,0.8888888888888888,0.8857142857142857,0.8851540616246498,small,bias
gpt_sage,gpt_graphconv,alexa_resgatedconv,alexa_graphconv,0.37999244131631904,1.107843137254902,0.43137254901960786,0.49435769656699885,0.3799383073067284,large,bias
gpt_sage,gpt_graphconv,alexa_resgatedconv,onsite_sage,0.3347709604720063,0.9509803921568627,0.46078431372549017,0.4990524967989757,0.3769423558897243,large,bias
gpt_sage,gpt_graphconv,alexa_resgatedconv,onsite_graphconv,0.4145548145548146,0.9411764705882353,0.49019607843137253,0.4957163120567376,0.4375361480624639,large,bias
gpt_sage,gpt_graphconv,alexa_resgatedconv,articles,0.5417474837792604,0.6568627450980392,0.5882352941176471,0.5357614757614757,0.575808752650858,large,bias
gpt_sage,gpt_graphconv,alexa_resgatedconv,wiki,0.5855219728277017,0.7171717171717171,0.5959595959595959,0.6602097902097902,0.5868196131354025,large,bias
gpt_sage,gpt_graphconv,alexa_graphconv,onsite_sage,0.3707052571841304,0.8627450980392157,0.4215686274509804,0.4625811500481746,0.3828455754771544,large,bias
gpt_sage,gpt_graphconv,alexa_graphconv,onsite_graphconv,0.30831223734449537,0.9901960784313726,0.3627450980392157,0.3492982456140351,0.3358395989974937,large,bias
gpt_sage,gpt_graphconv,alexa_graphconv,articles,0.6056730779603241,0.5980392156862745,0.6176470588235294,0.6242307692307693,0.6178060535955272,large,bias
gpt_sage,gpt_graphconv,alexa_graphconv,wiki,0.42867460883141567,0.8383838383838383,0.5656565656565656,0.5514194139194138,0.49415204678362573,large,bias
gpt_sage,gpt_graphconv,onsite_sage,onsite_graphconv,0.1878791249536522,1.1861471861471862,0.2943722943722944,0.16180836707152496,0.27023856492806225,large,bias
gpt_sage,gpt_graphconv,onsite_sage,articles,0.6048253904668911,0.5844155844155844,0.6320346320346321,0.6473203484766852,0.6083766387482952,large,bias
gpt_sage,gpt_graphconv,onsite_sage,wiki,0.532370136255092,0.9136363636363637,0.5409090909090909,0.5860281776547631,0.5681439270112039,large,bias
gpt_sage,gpt_graphconv,onsite_graphconv,articles,0.5797735385858397,0.658008658008658,0.6103896103896104,0.5866275967219363,0.5921148448332225,large,bias
gpt_sage,gpt_graphconv,onsite_graphconv,wiki,0.5185936929794304,0.7181818181818181,0.509090909090909,0.6115517766378564,0.5583387817369511,large,bias
gpt_sage,gpt_graphconv,articles,wiki,0.6282689574134978,0.5537190082644629,0.6694214876033058,0.6638170893599176,0.624029484029484,large,bias
gpt_sage,alexa_resgatedconv,alexa_graphconv,onsite_sage,0.3742930970837947,0.7745098039215687,0.4803921568627451,0.435614973262032,0.4131328320802005,large,bias
gpt_sage,alexa_resgatedconv,alexa_graphconv,onsite_graphconv,0.31228571428571433,0.8529411764705882,0.47058823529411764,0.3728571428571429,0.38646616541353385,large,bias
gpt_sage,alexa_resgatedconv,alexa_graphconv,articles,0.44997124784358833,0.8823529411764706,0.47058823529411764,0.5543599278791976,0.4860767302872565,large,bias
gpt_sage,alexa_resgatedconv,alexa_graphconv,wiki,0.34236825124120374,0.9292929292929293,0.45454545454545453,0.440952380952381,0.3886549707602339,large,bias
gpt_sage,alexa_resgatedconv,onsite_sage,onsite_graphconv,0.38755555555555554,1.0588235294117647,0.43137254901960786,0.40964285714285714,0.40310776942355886,large,bias
gpt_sage,alexa_resgatedconv,onsite_sage,articles,0.5303963026966657,0.7352941176470589,0.5588235294117647,0.5328405512616039,0.5596645459803354,large,bias
gpt_sage,alexa_resgatedconv,onsite_sage,wiki,0.5351322039113129,0.6161616161616161,0.6161616161616161,0.5827451152966028,0.5578407557354926,large,bias
gpt_sage,alexa_resgatedconv,onsite_graphconv,articles,0.5583087161389665,0.7549019607843137,0.5882352941176471,0.565984940984941,0.573661075766339,large,bias
gpt_sage,alexa_resgatedconv,onsite_graphconv,wiki,0.5603570113649697,0.7070707070707071,0.5959595959595959,0.5803274428274428,0.5578047683310842,large,bias
gpt_sage,alexa_resgatedconv,articles,wiki,0.502198606271777,0.7575757575757576,0.5656565656565656,0.5035154035154036,0.5657219973009446,large,bias
gpt_sage,alexa_graphconv,onsite_sage,onsite_graphconv,0.3139786096256685,1.0588235294117647,0.37254901960784315,0.5189166666666667,0.34049739733950257,large,bias
gpt_sage,alexa_graphconv,onsite_sage,articles,0.4815255054385489,0.696078431372549,0.5196078431372549,0.5338977278256215,0.5056834393676499,large,bias
gpt_sage,alexa_graphconv,onsite_sage,wiki,0.634099234099234,0.5858585858585859,0.6464646464646465,0.6476612517916867,0.6357624831309041,large,bias
gpt_sage,alexa_graphconv,onsite_graphconv,articles,0.4763263263263264,0.7647058823529411,0.5196078431372549,0.48968402870841893,0.525425101214575,large,bias
gpt_sage,alexa_graphconv,onsite_graphconv,wiki,0.5439057332526143,0.6363636363636364,0.6060606060606061,0.5815717978331408,0.5540980656770131,large,bias
gpt_sage,alexa_graphconv,articles,wiki,0.3715539450455701,1.1717171717171717,0.48484848484848486,0.3813888888888889,0.4533603238866396,large,bias
gpt_sage,onsite_sage,onsite_graphconv,articles,0.5542456536479948,0.5887445887445888,0.6147186147186147,0.5680303089405523,0.5664686453765598,large,bias
gpt_sage,onsite_sage,onsite_graphconv,wiki,0.532113995985405,0.7954545454545454,0.5772727272727273,0.5730631647038656,0.5469332917273421,large,bias
gpt_sage,onsite_sage,articles,wiki,0.6197641888613852,0.5545454545454546,0.6772727272727272,0.6407820546390852,0.6321661366855874,large,bias
gpt_sage,onsite_graphconv,articles,wiki,0.6236525375909828,0.509090909090909,0.65,0.6975576195390436,0.635216747402102,large,bias
gpt_graphconv,alexa_resgatedconv,alexa_graphconv,onsite_sage,0.3885127853042058,1.107843137254902,0.4019607843137255,0.41933333333333334,0.3802429149797571,large,bias
gpt_graphconv,alexa_resgatedconv,alexa_graphconv,onsite_graphconv,0.30350604212496796,1.1666666666666667,0.3333333333333333,0.27906382978723404,0.3555812608444187,large,bias
gpt_graphconv,alexa_resgatedconv,alexa_graphconv,articles,0.5232338348200416,0.7156862745098039,0.5784313725490197,0.5057488479262673,0.5691459417775208,large,bias
gpt_graphconv,alexa_resgatedconv,alexa_graphconv,wiki,0.3852228517176971,0.7878787878787878,0.5050505050505051,0.5006633499170812,0.4128654970760234,large,bias
gpt_graphconv,alexa_resgatedconv,onsite_sage,onsite_graphconv,0.25895531698348595,1.3431372549019607,0.4117647058823529,0.21414937130737766,0.3571929824561403,large,bias
gpt_graphconv,alexa_resgatedconv,onsite_sage,articles,0.5280311971008274,0.7352941176470589,0.5490196078431373,0.5366463954002654,0.5315519568151146,large,bias
gpt_graphconv,alexa_resgatedconv,onsite_sage,wiki,0.5561764136754241,0.6565656565656566,0.6363636363636364,0.5695749146053405,0.5871974808816914,large,bias
gpt_graphconv,alexa_resgatedconv,onsite_graphconv,articles,0.5695570264679523,0.6372549019607843,0.5882352941176471,0.5763802622498274,0.5930981299402351,large,bias
gpt_graphconv,alexa_resgatedconv,onsite_graphconv,wiki,0.4807158440426552,0.8888888888888888,0.47474747474747475,0.6153104544408893,0.5368331084120558,large,bias
gpt_graphconv,alexa_resgatedconv,articles,wiki,0.482756981580511,0.7272727272727273,0.5555555555555556,0.5058441558441558,0.5170490328385066,large,bias
gpt_graphconv,alexa_graphconv,onsite_sage,onsite_graphconv,0.4114231714941214,1.0196078431372548,0.47058823529411764,0.4632967607105538,0.44320416425679576,large,bias
gpt_graphconv,alexa_graphconv,onsite_sage,articles,0.5012920692428326,0.7450980392156863,0.5392156862745098,0.5112717032071871,0.5240331598226335,large,bias
gpt_graphconv,alexa_graphconv,onsite_sage,wiki,0.4727947914154811,0.7070707070707071,0.5353535353535354,0.505984555984556,0.49216374269005847,large,bias
gpt_graphconv,alexa_graphconv,onsite_graphconv,articles,0.5010394050733915,0.7254901960784313,0.5686274509803921,0.555797373358349,0.5518989782147677,large,bias
gpt_graphconv,alexa_graphconv,onsite_graphconv,wiki,0.5797208131304241,0.6767676767676768,0.5959595959595959,0.6430288102701895,0.5762753036437248,large,bias
gpt_graphconv,alexa_graphconv,articles,wiki,0.3834353428988634,0.7373737373737373,0.45454545454545453,0.5778689624329159,0.41480881691408006,large,bias
gpt_graphconv,onsite_sage,onsite_graphconv,articles,0.6087498279726793,0.5844155844155844,0.6493506493506493,0.6066787603930461,0.6266582873976546,large,bias
gpt_graphconv,onsite_sage,onsite_graphconv,wiki,0.6304707941159784,0.5636363636363636,0.6590909090909091,0.6427959242665124,0.6308924485125857,large,bias
gpt_graphconv,onsite_sage,articles,wiki,0.6503232897831983,0.4818181818181818,0.6727272727272727,0.690432226356162,0.6613346607625783,large,bias
gpt_graphconv,onsite_graphconv,articles,wiki,0.5843901569379522,0.4909090909090909,0.65,0.6584638772064721,0.5983402181342685,large,bias
alexa_resgatedconv,alexa_graphconv,onsite_sage,onsite_graphconv,0.3942971629142481,0.9803921568627451,0.5,0.47051282051282045,0.4393406593406593,large,bias
alexa_resgatedconv,alexa_graphconv,onsite_sage,articles,0.5220256766300417,0.7254901960784313,0.5490196078431373,0.519876660341556,0.5297011760169654,large,bias
alexa_resgatedconv,alexa_graphconv,onsite_sage,wiki,0.6160124074939605,0.6464646464646465,0.6464646464646465,0.6840574712643678,0.6305623031938821,large,bias
alexa_resgatedconv,alexa_graphconv,onsite_graphconv,articles,0.5425438844793683,0.7058823529411765,0.5686274509803921,0.548611111111111,0.5653287063813379,large,bias
alexa_resgatedconv,alexa_graphconv,onsite_graphconv,wiki,0.5893395311428098,0.7373737373737373,0.6363636363636364,0.6114289600068001,0.5983265856950067,large,bias
alexa_resgatedconv,alexa_graphconv,articles,wiki,0.5728489250302986,0.7474747474747475,0.5959595959595959,0.5817434891576767,0.5711381016644175,large,bias
alexa_resgatedconv,onsite_sage,onsite_graphconv,articles,0.5280968214827872,0.7843137254901961,0.5588235294117647,0.5547956429535377,0.5625255446308077,large,bias
alexa_resgatedconv,onsite_sage,onsite_graphconv,wiki,0.5587775891341256,0.5757575757575758,0.6464646464646465,0.5430921052631579,0.5975438596491228,large,bias
alexa_resgatedconv,onsite_sage,articles,wiki,0.5854251012145749,0.6262626262626263,0.6161616161616161,0.6010950696900353,0.6109761583445794,large,bias
alexa_resgatedconv,onsite_graphconv,articles,wiki,0.5157135125827164,0.898989898989899,0.5454545454545454,0.6223299500075746,0.5149887539361224,large,bias
alexa_graphconv,onsite_sage,onsite_graphconv,articles,0.5496287328490718,0.6862745098039216,0.5882352941176471,0.5456801818870785,0.5659456333140543,large,bias
alexa_graphconv,onsite_sage,onsite_graphconv,wiki,0.4579365079365079,0.9090909090909091,0.45454545454545453,0.6162471395881007,0.48242015294646867,large,bias
alexa_graphconv,onsite_sage,articles,wiki,0.5481049419538383,0.6868686868686869,0.6060606060606061,0.548458310527276,0.5818443544759334,large,bias
alexa_graphconv,onsite_graphconv,articles,wiki,0.520363579090228,0.6767676767676768,0.5858585858585859,0.4961021505376344,0.5693387314439946,large,bias
onsite_sage,onsite_graphconv,articles,wiki,0.6317665427157163,0.6136363636363636,0.6590909090909091,0.6586022693781315,0.6376601087699486,large,bias
